time,cam_x,cam_y,cam_z,obj_x,obj_y,obj_z,cam_i,cam_j,cam_k,cam_w,obj_i,obj_j,obj_k,obj_w
0.05,189.82607513466476,-387.1528551853306,134.91874541123136,63.13451872924502,1120.0711381815033,126.19993162348102,0.021184211953150928,0.006065063298775197,0.694721587772339,0.7189411378229695,-0.009710098629032713,0.0013827337924367715,-0.0033985330371081707,0.9999461245512528
0.05,189.78962440829676,-387.16679986758066,134.9298696720213,63.1554272749478,1120.1163985828973,126.20373075571024,0.021418036315713977,0.0057475059527203436,0.6946902879998046,0.7189670629830346,-0.00972906740810796,0.0013016625875611147,-0.003391189137340789,0.999946073925045
0.05,189.8644526921941,-387.1713760422488,134.92738166254236,63.21479196189466,1120.1193229393796,126.22302431993306,0.020821604886990492,0.00690359115557287,0.6944737303074513,0.7191835920764185,-0.009691703381614854,0.0013646929592700254,-0.00317510488158811,0.9999470622026352
0.05,189.84211273258197,-387.16484351681197,134.89999684595628,63.26778655178944,1120.0989766784514,126.21367895319408,0.020825975572702687,0.006402794729549485,0.694516079144325,0.7191472024356976,-0.009765629131190954,0.001666744058761365,-0.003001815149967227,0.9999464203434703
0.05,189.78330220136698,-387.1925291371036,134.90429786581413,63.25487621956612,1120.1013301616283,126.20706211898212,0.022383059534564077,0.004244847472210453,0.6948526312057399,0.7187912080863746,-0.009875837489122337,0.0015206241387594412,-0.0031382781931053936,0.9999451518688912
0.05,189.7683513537061,-387.19849093738105,134.88349650672112,63.237762041768626,1120.0905825295702,126.1847844498542,0.022297857980077877,0.004461207404135501,0.6949043749913185,0.7187425218921741,-0.009649310908437578,0.0014150455162490415,-0.003288404011891526,0.9999470360195254
0.05,189.75595778183083,-387.19856719135936,134.88558581278835,63.2164907102237,1120.0924291879799,126.20326100252207,0.0218596280913385,0.005144548432132973,0.6947185809033704,0.7189310006034968,-0.009539754656082592,0.0013551201067903307,-0.0029809917331088,0.9999491339157632
0.05,189.77653322403836,-387.20056256338023,134.91043924011353,63.152691431792405,1120.0780476424216,126.2153012342396,0.02203910887790526,0.0046773962721034885,0.6949585464526685,0.718696749927517,-0.009806152029863043,0.001429853811748416,-0.0030960885496869846,0.9999461031156314
0.05,189.78604860709814,-387.18995130235834,134.9165926130309,63.176971920248164,1120.1547257554362,126.20961507837137,0.022430601269396614,0.004092633451275688,0.6948639605296062,0.718779656664848,-0.010241369081462687,0.0017220503130161687,-0.0031485844775870717,0.999941115925255
0.05,189.75684354661894,-387.1850785848166,134.8997828504534,63.1976487061692,1120.1548892247265,126.19558222133297,0.02202829133835367,0.004258516411482313,0.6948617089480323,0.7187933116386835,-0.01008263357431969,0.0016105409131882769,-0.003267540126509195,0.9999425332686347
0.05,189.73943898684925,-387.18366348387815,134.90470968979517,63.35037074602191,1120.1945144157526,126.20239005262172,0.021898646997009066,0.004631060352587029,0.6948478677064837,0.7188083494809058,-0.010121018257865065,0.0016215566521536986,-0.0032622432016585884,0.999942144982769
0.05,189.72446330385006,-387.1822483167693,134.93153639472112,64.43018548724024,1120.1403841484719,126.21785040689946,0.021912613416731615,0.004578555580495332,0.6946951518707032,0.7189558541171954,-0.010031702804895397,0.0022677908448674325,-0.003214378750870414,0.9999419432310879
0.05,189.71390361430105,-387.1500721166414,134.93029958135148,70.14289531681273,1120.059859544089,126.09531212883205,0.021750090057620707,0.004887968098591974,0.6948635508921489,0.7187959981746606,-0.009135904863264271,0.001564541628543475,-0.003500826570039292,0.9999509146278874
0.05,189.40052369854857,-387.1461977011116,134.92188844792423,77.88534177950297,1120.2010364209805,125.90685589839546,0.021830915269105293,0.00486561201406256,0.694439500223025,0.7192033909042955,-0.009409681833839736,0.0015424944750678895,-0.003223195373348403,0.9999493435220433
0.05,187.5371291049334,-387.1571481925409,134.90316363469287,85.87601986868606,1120.2012023376517,125.72382130572703,0.020770756853784562,0.007635889872510328,0.694678063654398,0.718980289523261,-0.009797632220032456,0.0012538007255858156,-0.0038900419010870387,0.9999436493926191
0.05,184.2664029531584,-387.1862153996987,135.00851359598263,91.62124902841163,1120.1632629665496,125.59828197412928,0.021426673858697995,0.00710836324576584,0.6956871584802153,0.7179900739878254,-0.008971877038325625,0.0017392362000805317,-0.003858843957406619,0.9999507936909505
0.05,179.60838053137525,-387.1977462475166,135.15520719323945,98.1250621055626,1120.211804704941,125.43568270933719,0.02197617662819753,0.004384584127029338,0.6952346943370195,0.7184333948759275,-0.008953361402143404,0.0014040272030804177,-0.0039953516497354185,0.9999509503932733
0.05,174.13283751444084,-387.24439916276134,135.26726159288546,105.5971274371433,1120.327645842241,125.25957020451843,0.01964147735567664,0.008021800221019509,0.6954702430641087,0.7182416056598574,-0.009857792408417774,0.0013071313411396085,-0.0038850089002239623,0.9999430093972029
0.05,168.45508251439497,-387.0999336770246,135.4776215576107,113.56457201454968,1120.3781942523794,125.09212922315392,0.021712515729908125,0.003583219568534033,0.6931012988358362,0.7205042100850482,-0.009555974334484808,0.0014561473739291384,-0.0035065616562526603,0.9999471321098407
0.05,162.8293633480928,-387.1574004465507,135.4663024566025,120.91949865278417,1120.4227424630294,124.91034204771734,0.02020618189484408,0.007553168350831383,0.6950676458075824,0.718620642350748,-0.009554887840836435,0.0014662996011744341,-0.003466802468462286,0.9999472662918146
0.05,158.12320669946286,-387.2158878212654,135.66614846153792,127.14242448544266,1120.455310061499,124.7775668844454,0.019876757004590098,0.006372090233304176,0.6939949958968075,0.7196771892086266,-0.009461735218608412,0.001195567068304582,-0.003495339846326814,0.9999484130620924
0.05,153.99063771151563,-387.2950570310417,135.7303817020107,132.68635601409403,1120.4649476708641,124.68349249731413,0.02016036993998856,0.007146900125531408,0.6948183463697187,0.7188671273959661,-0.009689407538534308,0.0018222600286246964,-0.0035083553236034686,0.9999452415971904
0.05,150.12207438045053,-387.28405235955614,135.8896464215402,137.67749229944553,1120.4985409261608,124.5414403841933,0.018520512749578517,0.007924839837548278,0.6959663322160511,0.7177917887122833,-0.009136750961131788,0.0015481065119983277,-0.004034536931110348,0.9999489215254214
0.05,146.40112844508914,-387.31179120820354,135.8486730702721,142.25006715263987,1120.545570457666,124.47738369447359,0.019402569612329817,0.009157060432048725,0.6952769333621803,0.7184216550683622,-0.009406588030646645,0.0013408194210600209,-0.004016131062157614,0.9999467930826087
0.05,142.15601442324046,-387.29114640016553,135.98896786131118,146.81024109865015,1120.561761231219,124.3791004542816,0.02029919675839214,0.007782106994045666,0.6955741602917457,0.7181253156351822,-0.009172402973035324,0.0012140921065796736,-0.0032115841534573106,0.9999520382154747
0.05,137.3677021070554,-387.3288138100285,136.08555999211777,152.1753465956794,1120.615020733126,124.22832911082119,0.020525061881461245,0.005760927369420353,0.6941640544844913,0.7195010764496872,-0.0094840775764827,0.001181800059917778,-0.0036011176792630616,0.9999478424260946
0.05,131.765218937967,-387.2890274524465,136.15938841843374,158.61779763830998,1120.6169506417764,124.06918409286529,0.021998243394629493,0.002055537002296416,0.6936536159258977,0.7199698001778339,-0.009491273884506166,0.0016014227351106108,-0.0030980350229749334,0.9999488753652706
0.05,126.28743899956734,-387.3930232666131,136.3903423980419,164.36389824242394,1120.6562191883359,123.94362953530836,0.020510945978368368,0.0065013096295299415,0.6950086624634688,0.7186793396007107,-0.009325378951476953,0.0013708005433774374,-0.0035605769794423924,0.9999492389640862
0.05,120.3476496500722,-387.2150968829175,136.46751797463133,170.89213483475731,1120.6594533430125,123.79834928992899,0.0229001301098448,-0.005869782259339414,0.6899519713975721,0.7234690089159205,-0.009206199671647191,0.0017364772452774463,-0.0035266713279653006,0.9999498953066234
0.05,113.58238347065449,-387.3210474314095,136.73693388276826,179.62198067126,1120.7133551483198,123.59364511656766,0.022491317670078205,-0.001780726941652385,0.6911644889411053,0.7223452213919628,-0.009257390954296847,0.0012276989111899778,-0.004134114606502837,0.9999478499224463
0.05,108.11986779250621,-387.2569839710459,136.7734446585477,187.06169504236098,1120.7394151532353,123.4637255052374,0.02295313008882308,0.0017412341894719595,0.693344326854969,0.7202386870619023,-0.009320903827959933,0.0013165043685765144,-0.0036844595369454375,0.9999489048576423
0.05,102.95279147509146,-387.4993325261585,136.96053490389468,194.08480381530455,1120.8509909970885,123.29258260175428,0.01994221165725865,0.008243502821498085,0.6950117663254018,0.7186744725706447,-0.00943023656370739,0.001267170297174695,-0.0036445816615487767,0.9999480896238079
0.05,97.92520916629616,-387.4051769481944,137.0423887718047,200.15928106155835,1120.904639695729,123.13243356219907,0.023005374622337562,0.003808361497335392,0.6944523084174922,0.7191607890137003,-0.00938775778553969,0.0010195517167733326,-0.0033895113911310087,0.9999496695987186
0.05,93.51949847032779,-387.54007157564,137.13683725229612,206.28523532605195,1120.9503219487456,122.96585877703403,0.020134482428619607,0.0070813761939412054,0.6948581762359756,0.7188300019104277,-0.009247004908116753,0.0014231551556965962,-0.00304654669244279,0.9999515918697679
0.05,89.37538662249919,-387.5481258213093,137.27243041962913,211.30495468625256,1120.9519475927643,122.89325113261879,0.019126495039960268,0.009016863898512726,0.6953209666369742,0.7183882144829118,-0.009060687460329318,0.0013163866565643746,-0.0033128486804760537,0.9999525969277429
0.05,85.66731352760088,-387.49598145626,137.3017939977028,215.60728168823374,1120.9506047715217,122.80291368482602,0.0197542518889644,0.008481869064463039,0.6946701918265689,0.71900705978253,-0.008884850099147194,0.0014422269046692195,-0.0032275594008358863,0.9999542800951378
0.05,82.41234246125344,-387.51433269038364,137.39467745361205,216.6332808964803,1120.9704573773354,122.76325241471,0.01921659173287211,0.0098775707335462,0.6950729963548606,0.7186144209079386,-0.008960025995530408,0.001242817594166648,-0.003433225394148353,0.9999531920554983
0.05,78.52726271257706,-387.4738958602164,137.47557027694637,216.62665911768607,1120.9125947358277,122.77323231044444,0.0193151211686975,0.008246682473184669,0.6943515285930852,0.719329460722186,-0.008644468222603731,0.0011960291763157555,-0.00344277668948277,0.9999559940177488
0.05,74.40263277058637,-387.43803586552207,137.53856461134404,216.58952100519792,1120.899283928419,122.75171955017923,0.020187875357878946,0.006033016372275196,0.6937550418444739,0.7199027672660795,-0.0086649815952581,0.0009906852064092365,-0.0035731460253015696,0.9999555836457225
0.05,69.68924204956174,-387.52431649806374,137.7334828840221,216.50092824847025,1120.9182595245477,122.7704502769059,0.019439928214556496,0.008764572249424916,0.6954550440084215,0.7182531261522932,-0.008825854467177529,0.0009145533999743375,-0.0035832932756388555,0.9999542128989225
0.05,64.24887930521894,-387.55403645573307,137.82399528566802,215.96740116854647,1120.948398775698,122.77385668047702,0.02080469501169857,0.007370110894108677,0.694264907961054,0.7193810420804181,-0.00889499243837788,0.000937575672305682,-0.0034049647152956295,0.9999542020896095
0.05,58.26073995105206,-387.474198077286,137.96927040999228,213.79538668034732,1120.9108581674157,122.82729829517862,0.021327528677837874,0.0038146701683934225,0.6934142203524729,0.7202133738170755,-0.008849769105438608,0.0018364996093541077,-0.0033469064147435596,0.9999535524580211
0.05,51.904985244692675,-387.42654113079567,138.18901709845989,209.92814120202732,1120.9059817243353,122.89678816685992,0.023812833364906395,-0.003812207017136669,0.691153849266002,0.7223051797471637,-0.008936609926987544,0.0017852007432034192,-0.0032857704329099895,0.9999530757860499
0.05,45.758194101734794,-387.5011948663983,138.27793869976563,205.69301851576748,1120.8233403781853,123.00068801472133,0.022831827408971092,-0.0013346385069858873,0.6918972973964684,0.7216336024969221,-0.00844690278657578,0.0011438114113772847,-0.0025845356750132677,0.9999603300652051
0.05,39.76188112086494,-387.55258738220823,138.39818470797252,201.53486848349866,1120.738165153011,123.04695173759495,0.021445055384602164,0.004993070414456347,0.6941207645392786,0.7195217460805442,-0.007756359261551165,0.0010351068787331583,-0.0017267819268733538,0.9999678923190146
0.05,32.49606826292684,-387.7015764557089,138.60761718293983,195.5967066088575,1120.8239737945132,123.26520450816034,0.019250860315674526,0.009527034604075904,0.6946013710646156,0.7190741097438534,-0.009207603788056259,0.0012281808486402056,-0.0035798469039072887,0.9999504469224612
0.05,26.927758447223354,-387.65654807698394,138.785938703525,189.82172364793274,1120.7815952342219,123.3823004010188,0.02081398294225013,0.009253667757730573,0.6961416453564538,0.717543000347379,-0.0089645051626366,0.0014685552929577042,-0.0034577077783287486,0.9999527615089927
0.05,20.96438819274661,-387.69110210162836,138.94054524306196,183.3635934322785,1120.7582109376767,123.52683378420977,0.020651540185175975,0.007467016422525204,0.6952307069101625,0.7184511268854143,-0.00919728261044172,0.001460356674830354,-0.0031738962968451963,0.9999516006953851
0.05,15.58541220440885,-387.651614472107,139.03912642081454,175.6345866938452,1120.7263772260126,123.72883313842918,0.02183876792497543,0.00475015137673219,0.6941738244925479,0.7194603572586932,-0.009411502651991843,0.0013182276674864235,-0.0039467676344909965,0.9999470530577544
0.05,10.179618811955045,-387.70661282551663,139.15567205149372,167.27330781441844,1120.6571473519273,123.91749461603064,0.021750299807961684,0.0010995145205490034,0.6928973189943524,0.7207073059547278,-0.009105173080349529,0.0014318139967728536,-0.0035224182714704527,0.999951317965718
0.05,5.173699059856048,-387.63097785437515,139.25656295915607,159.53624647900082,1120.5567442907077,124.09465778756177,0.022842900826077147,-2.1609712836257862e-05,0.6914934970543781,0.7220214297002391,-0.008989324176208274,0.0014760659556368354,-0.0035009408068071707,0.9999523772128436
0.05,0.2256753137957146,-387.7382009284243,139.40048562184455,151.38962334480178,1120.5683244084023,124.25933394600668,0.01980167131404709,0.0066299054397773805,0.6936582572058881,0.7200015002603258,-0.008930465994130873,0.0013607957902776005,-0.0033060015564156165,0.999953731612445
0.05,-4.311448821686041,-387.66712941845446,139.42607692240927,144.08988008340688,1120.5183021241728,124.3915000655301,0.020024827952536503,0.007142658488462155,0.6939275446606985,0.7197308882188974,-0.009019245085727486,0.0012455960675111215,-0.0036118817740682183,0.9999520268585741
0.05,-8.654082994741174,-387.67906265571594,139.5122199846757,136.64213320285347,1120.499268667056,124.58538930497114,0.01992877570516551,0.00951822444362189,0.6954678997018103,0.7182176882997848,-0.008844267600436287,0.0010746885251420929,-0.004125229348035855,0.9999518020674857
0.05,-13.124909184787267,-387.5587861136573,139.57960538375679,129.10189308332377,1120.5465043321037,124.74946668702127,0.022121603016545827,0.00521287761993245,0.69392671937171,0.719686854631175,-0.009654345442704224,0.0018919412211739247,-0.0035084025921120606,0.9999454511540818
0.05,-18.507108072942096,-387.7865873387532,139.82126762555527,122.49328058155328,1120.5537792972805,124.91384350877178,0.020793502544104628,0.00932026765618505,0.6957751575709153,0.717898107651729,-0.00969253460767951,0.0015346474795405066,-0.003443645629428226,0.9999459190050087
0.05,-24.330300888880295,-387.5730258230717,139.9850212116349,115.68317278449564,1120.5141103860055,125.07355331526851,0.023908159987029894,0.001803649622758766,0.6940730284590394,0.7195052313220317,-0.010229252713077988,0.0010055914960591526,-0.003285179352945523,0.9999417776907283
0.05,-30.420890078595484,-387.68909720572714,140.05023152359104,108.5956962785289,1120.4527746554081,125.22786655411912,0.021696082945730336,0.005652126985651974,0.6943336963568516,0.7193038659348228,-0.010089810764915143,0.0011607066043183227,-0.00334241146090259,0.9999428367484479
0.05,-37.368548436066476,-387.891756428387,140.28568001334816,99.26474435919963,1120.3781105499047,125.4442676855459,0.020097361833386278,0.01054658979882642,0.6952382546219326,0.7184209314887772,-0.009566087504976723,0.0016849442124474404,-0.004032355345782368,0.9999446939922295
0.05,-42.78214367754724,-387.80453503835383,140.40458108648133,90.53562418395788,1120.354551699629,125.64172259202029,0.021202324096512543,0.007998583689023833,0.693806911677188,0.7198044549881855,-0.009593427317193749,0.001762390870312563,-0.0034097860702874323,0.9999466153198804
0.05,-48.29453036291358,-387.9540319075001,140.5249649280063,81.39113305872863,1120.339528639475,125.86780319937027,0.019368366743807274,0.0111202359169732,0.6938412825638426,0.7197815511201925,-0.009961198284731314,0.0009246638135236224,-0.00407173778013091,0.9999416685372273
0.05,-53.27055449730714,-387.98553865242104,140.6538892360532,71.71009527287603,1120.2801184133377,126.07095986243958,0.019508442406411627,0.012539917498549092,0.6948861382133675,0.718745731161527,-0.010114546248220163,0.0017879386819184217,-0.0030346352682209515,0.9999426434642396
0.05,-58.71258131363454,-387.85584101207826,140.80497011641455,61.494083889528056,1120.2562742590837,126.28611844842705,0.02181746879174431,0.006189783266789372,0.693717075556979,0.7198904803644122,-0.010227529359251874,0.0015824327807837087,-0.003936768550060264,0.9999386958224405
0.05,-63.73255276788448,-387.8928905465803,140.84604830609564,51.43173352550812,1120.2246534296505,126.54114560619315,0.021050633965819958,0.009551016353115767,0.6945816499570325,0.719042405174567,-0.010664560098424251,0.0010105202815638798,-0.004235377654317624,0.9999336515903408
0.05,-68.75693216038368,-387.81589526819414,140.988146289445,41.811026302282215,1120.119080165476,126.77272919935864,0.02179973154251083,0.01050102158091837,0.6952268650057039,0.7183829803278837,-0.01015614239429935,0.0012707069564000825,-0.003900055955458841,0.9999400120202422
0.05,-74.40044383962604,-387.91221422040104,141.14138142839096,29.54074583505069,1120.1303029893259,127.04940450044262,0.02112513952593252,0.01085051850834373,0.6948618392194718,0.7187510133033852,-0.010046790605680029,0.0012161293206073367,-0.003535892311828026,0.9999425385958737
0.05,-78.8392869670728,-387.98362053119087,141.21461230039873,19.402390650927988,1120.1015096335082,127.23364143517584,0.019114022525865616,0.014274671948819553,0.6959488689591689,0.7176949628345513,-0.010802280563018256,0.0017437465122613302,-0.0035872208551177964,0.9999336987667109
0.05,-82.86441592720362,-387.93682772505053,141.32921831720188,9.747855463981912,1120.0062982673692,127.5203821488317,0.02037308196583525,0.011476213743132999,0.6955168438205932,0.7181292042600522,-0.00977518816313207,0.0013995005559555634,-0.0037054773357380355,0.9999443767191671
0.05,-86.56688095284908,-387.8128970630982,141.45413586694912,-0.45767207503948426,1119.9342524486842,127.76849682142657,0.02270931489339674,0.007832529577454532,0.6957795382418507,0.7178535872038587,-0.010060040000504665,0.001334669211768954,-0.0037795450064451873,0.9999413629272607
0.05,-89.98231168745446,-387.79424871659677,141.45832606151848,-11.015998957882088,1119.9192743504257,127.96831280996348,0.02272624723914964,0.00780531929957199,0.6940918186447331,0.7194853313080842,-0.010578724211317616,0.001248163450254143,-0.0035669437712933278,0.9999369028064695
0.05,-93.54233631940026,-387.7867781995902,141.49173548189398,-21.92423427464487,1119.8970104166212,128.22514513509964,0.02279494299771302,0.0052429254867026225,0.6934585614513676,0.7201167446017845,-0.010287253879850038,0.0010032043532349486,-0.004182491360200203,0.9999378344450515
0.05,-97.03538082753286,-387.85972923491005,141.70271808959248,-32.56851464737046,1119.8470403240951,128.4853540539393,0.02370213936389018,0.0069186080436133635,0.6956941021612921,0.7179136839971134,-0.010416347530134661,0.0013962532043947404,-0.0035719139806194957,0.9999383939081626
0.05,-100.45656405054302,-387.8836782428775,141.78885125129983,-41.13964468752901,1119.728972787927,128.69619213727216,0.022128953554493746,0.009835557410469402,0.6960940113409613,0.7175421232236183,-0.010055614561493476,0.0017552066463756438,-0.0034260238287412903,0.9999420314328947
0.05,-103.85188651697906,-387.9767366694386,141.8401533283255,-48.44119070561236,1119.7211201068503,128.84830686312023,0.020334275466295366,0.010265699770270772,0.6947088074810226,0.7189303203077353,-0.009902920636324933,0.0012654758219551446,-0.004047649399856795,0.999941971950448
0.05,-107.22183894287042,-387.9972487032377,141.95125674838496,-54.96067137521208,1119.7163923502628,128.9987775048365,0.020289771292671344,0.010335661681937265,0.6944284512972314,0.7192013802179583,-0.01005017313795236,0.0018563364224044897,-0.004267512568600947,0.9999386663048194
0.05,-111.43924953322694,-388.0309075175803,142.01694592290116,-62.68146485855214,1119.6616727057162,129.18653369315837,0.019226265204537733,0.011969387213497664,0.6942973166477252,0.7193318570672277,-0.009811930667457381,0.0017865035601754315,-0.004115460540270328,0.99994179700928
0.05,-114.77697671944452,-387.8716030988813,142.07651015935033,-69.30506225479719,1119.5992787681896,129.33940421022007,0.021694197168127614,0.0063309569704352656,0.6943334643449445,0.7192984923408478,-0.010382433132179923,0.0019707377287465715,-0.003996407133381738,0.9999361729655971
0.05,-117.73415655882357,-387.9516616205105,142.2480719327967,-75.9477240650823,1119.5664015659017,129.50939395350431,0.020953929857489895,0.007900663815210495,0.6936343842583373,0.7199790644937974,-0.010476424097379838,0.0014250905175670918,-0.004012305436594175,0.9999360554856657
0.05,-120.93721292618903,-387.95657269947225,142.25476895173637,-82.39334123581183,1119.514345488886,129.65651679198822,0.02002572839028588,0.009211143223105796,0.6934157573191307,0.7202004669149406,-0.01047005985625419,0.0015391506267457742,-0.0032644846929793044,0.9999386741203903
0.05,-123.62037916491708,-388.0104296540828,142.326234902575,-87.47988267299544,1119.4925005955242,129.78111349198562,0.020915836940980273,0.010249630837041992,0.6948917281023554,0.7187370583514425,-0.010222204262435303,0.0012898513974075024,-0.004029383406577429,0.9999388015737526
0.05,-125.0877474383471,-388.0110534453448,142.3925153307712,-88.79092485772179,1119.2827137017166,129.79899294415182,0.02013773498642075,0.012199090048756153,0.6959356571662765,0.7177180608819469,-0.009288719874073767,4.268018530886431e-05,-0.004356413071160582,0.9999473683782844
0.05,-125.20921589871011,-387.9395279871101,142.44082703343608,-93.02458624082057,1119.5774804774167,129.86945043677875,0.018523563299184562,0.012863762501181158,0.6969091515956574,0.7168047402460697,-0.010778003287661887,0.0011314562310738854,-0.0034763396706970215,0.999935232659807
0.05,-125.21751658767448,-388.0503344455701,142.38828875592174,-97.04311620138972,1119.579231584937,129.97366632858387,0.018939762009497287,0.013803684369626354,0.696071513773217,0.7175898490268027,-0.010536423525293378,0.0018734169556853973,-0.0032858744700934393,0.9999373365952352
0.05,-125.16597873933408,-388.058828922563,142.3789740778782,-101.18686224091115,1119.5130923517986,130.08429996705271,0.018962390192525796,0.013729821721753686,0.6959623749375596,0.7176965183313536,-0.010833094261481326,0.0025136925912888036,-0.0029750927033937655,0.9999337349253122
0.05,-125.13438144359156,-388.05832976990996,142.38693862250966,-106.61168839535884,1119.468977299564,130.22195316031352,0.01905081903996017,0.013858246484717974,0.6960552228989697,0.7176016596785024,-0.010837636499478154,0.0015768074363258166,-0.0034998184018506647,0.9999339031078844
0.05,-125.06284383072096,-388.04096737361516,142.38591419927332,-109.07782923579013,1119.3772841991881,130.2829897959755,0.019505104314712463,0.0131949477191404,0.6958923744997526,0.7177598814181924,-0.010114308851237914,0.001703136157535913,-0.004284677959740515,0.9999382189007839
0.05,-124.93517162022445,-388.062853678284,142.37000598915492,-109.5261299934768,1119.4335149045871,130.31504804260302,0.019705124390159763,0.013431807234371746,0.6958598331912014,0.7177815734457805,-0.009869533483758205,0.0025107297876882464,-0.003304378342159619,0.9999426831716497
0.05,-124.50341969544935,-388.03880948792784,142.31737006898868,-107.15654686713651,1119.6277279119238,130.20444688644585,0.020191681994955663,0.012095851285913582,0.6955360434746811,0.7181055622869594,-0.011411781129722227,0.001757274685084231,-0.0033536140662466436,0.9999277156423975
0.05,-123.77697349353099,-388.1289805593078,142.3310785073404,-100.2039461002413,1119.5745887862495,130.05817387525934,0.020444537273944272,0.011268893031975171,0.6947613993140326,0.7188613433539848,-0.011228733825824908,0.0016698070174506134,-0.0033175809325769415,0.9999300580230345
0.05,-122.12743608592092,-388.09824008044234,142.37605813594098,-92.21279607823661,1119.5222283560538,129.8862629582277,0.0205196887864321,0.012219009094311315,0.6951235947948439,0.7184934419661428,-0.010179829393505462,0.0012990497632661363,-0.003689980529985733,0.99994053202524
0.05,-119.93492847089114,-388.06554459352117,142.17295704928517,-83.85819577374869,1119.5792778866514,129.6893637955022,0.015761196344663213,0.016699537873971756,0.6948517065574497,0.7187863493547862,-0.01060539465837019,0.0019692817669488857,-0.003778684012696752,0.9999346824071035
0.05,-117.51810038539335,-388.10440462455966,142.2904369480728,-74.31597445107242,1119.593005248875,129.46895957636238,0.020538900639676543,0.01123700525042688,0.6949538333075042,0.7186731196063487,-0.01048728202829387,0.0013719189682750387,-0.003588946135435247,0.9999376251645102
0.05,-115.00530601357954,-387.97390399451564,142.05487768388093,-64.04228211984879,1119.6565127199337,129.2054991156826,0.021323464768267752,0.007835198295364304,0.6938414805908,0.7197693514797052,-0.010498180469100803,0.0018443839364803002,-0.0035198262268147313,0.9999369966543222
0.05,-112.57233799251455,-388.1265266289039,142.07380491260025,-53.09814910347904,1119.7128078777614,128.9588469102944,0.019746587453118514,0.013151319982175084,0.6953343877900097,0.7182946500033084,-0.010609591604143232,0.000860254812569127,-0.004422989067880655,0.9999335646408496
0.05,-110.122574802026,-387.9876570654018,142.089768125025,-42.636730309238835,1119.7812840505305,128.7214326162544,0.02146265960923731,0.007533755848955445,0.6947588348692679,0.718882993355945,-0.010939317199266484,0.001361389711404419,-0.0038426971827209035,0.9999318534958417
0.05,-107.98242600016415,-388.08215410328387,141.941011520981,-30.65442103147762,1119.8670276020466,128.4448100051664,0.01978820546717125,0.010742277864127871,0.6940889951276639,0.719537001990411,-0.010019746570825692,0.0017689668676712203,-0.004171320009636717,0.9999395359341757
0.05,-105.76855469836195,-387.91940774814765,141.91337843005047,-17.776629462497432,1119.946504138216,128.12760563142234,0.02280215168187467,0.007060507685875447,0.6946194976960481,0.7189811990103665,-0.010978586848733686,0.0016798880129484139,-0.00344243511806198,0.9999323968386696
0.05,-103.36632414416802,-387.9361780145885,141.83733367336217,-5.040470532335172,1119.9975847464282,127.84537406268066,0.021720631493210914,0.006806707326101875,0.6933917052550537,0.7202012399228439,-0.010177088448421535,0.0015337034181639637,-0.0039080515831567434,0.9999393990424428
0.05,-99.59541524486168,-387.90523681741894,141.79884197914095,5.835325106916702,1120.0937578010726,127.60417104811954,0.021434721041413817,0.005571065516552196,0.6927876745301735,0.7208014664121886,-0.010231741129480497,0.001873494766214999,-0.0033414999073686498,0.9999403161535139
